photo_id,owner_user_id,photo_created_at,photo_type,filter_used,is_private,verified_status,post_count,owner_followers,owner_active_followers,likes,unique_likers,follower_like_share,comments,unique_commenters,emoji_comment_share,avg_comment_hashtags,tag_count,hashtags,engagements,engagement_rate,comment_to_like_ratio,active_follower_rate
137,51,2023-04-13 08:04:00,photo,0,0,0,45,77,43,35,35,0.8,29,29,0.4827586206896552,2.5172413793103448,4,"lol,happy,fun,smile",64,0.8311688311688312,0.8285714285714286,0.5584415584415584
138,51,2023-04-13 08:04:00,photo,0,0,0,45,77,43,34,34,0.6176470588235294,28,28,0.5,2.3214285714285716,3,"stunning,dreamy,beach",62,0.8051948051948052,0.8235294117647058,0.5584415584415584
139,51,2023-04-13 08:04:00,carousel,0,0,0,45,77,43,27,27,0.7037037037037037,26,26,0.5,2.4615384615384617,1,food,53,0.6883116883116883,0.9629629629629629,0.5584415584415584
140,51,2023-04-13 08:04:00,video,1,0,0,45,77,43,33,33,0.7878787878787878,31,31,0.5161290322580645,2.4193548387096775,2,"lol,happy",64,0.8311688311688312,0.9393939393939394,0.5584415584415584
141,51,2023-04-13 08:04:00,photo,1,0,0,45,77,43,34,34,0.5294117647058824,28,28,0.4642857142857143,2.4285714285714284,1,party,62,0.8051948051948052,0.8235294117647058,0.5584415584415584
142,52,2023-04-13 08:04:00,photo,1,1,0,370,76,42,32,32,0.59375,28,28,0.5357142857142857,2.25,2,"beach,smile",60,0.7894736842105263,0.875,0.5526315789473685
143,52,2023-04-13 08:04:00,photo,1,1,0,370,76,42,30,30,0.7666666666666667,36,36,0.5,2.4166666666666665,0,,66,0.868421052631579,1.2,0.5526315789473685
144,52,2023-04-13 08:04:00,carousel,0,1,0,370,76,42,39,39,0.6666666666666666,23,23,0.4782608695652174,2.5217391304347827,0,,62,0.8157894736842105,0.5897435897435898,0.5526315789473685
145,52,2023-04-13 08:04:00,video,1,1,0,370,76,42,48,48,0.5833333333333334,27,27,0.48148148148148145,2.5555555555555554,5,"fun,party,concert,drunk,smile",75,0.9868421052631579,0.5625,0.5526315789473685
146,52,2023-04-13 08:04:00,photo,0,1,0,370,76,42,33,33,0.7575757575757576,37,37,0.5135135135135135,2.4054054054054053,0,,70,0.9210526315789473,1.121212121212121,0.5526315789473685
147,55,2023-04-13 08:04:00,photo,0,0,0,7,76,41,41,41,0.6829268292682927,34,34,0.5,2.323529411764706,1,food,75,0.9868421052631579,0.8292682926829268,0.5394736842105263
148,56,2023-04-13 08:04:00,photo,0,1,0,2,76,41,33,33,0.5151515151515151,28,28,0.5,2.5,1,lol,61,0.8026315789473685,0.8484848484848485,0.5394736842105263
149,58,2023-04-13 08:04:00,carousel,1,0,0,3,77,42,34,34,0.8235294117647058,32,32,0.5,2.34375,4,"sunset,photography,landscape,beach",66,0.8571428571428571,0.9411764705882353,0.5454545454545454
150,58,2023-04-13 08:04:00,video,1,0,0,3,77,42,38,38,0.6052631578947368,27,27,0.5185185185185185,2.4814814814814814,0,,65,0.8441558441558441,0.7105263157894737,0.5454545454545454
151,58,2023-04-13 08:04:00,photo,1,0,0,3,77,42,32,32,0.65625,30,30,0.5,2.3666666666666667,0,,62,0.8051948051948052,0.9375,0.5454545454545454
152,58,2023-04-13 08:04:00,photo,1,0,0,3,77,42,33,33,0.8181818181818182,29,29,0.4827586206896552,2.5172413793103448,4,"style,hair,fashion,party",62,0.8051948051948052,0.8787878787878788,0.5454545454545454
153,58,2023-04-13 08:04:00,photo,0,0,0,3,77,42,40,40,0.7,32,32,0.5,2.3125,4,"style,hair,fashion,party",72,0.935064935064935,0.8,0.5454545454545454
154,58,2023-04-13 08:04:00,carousel,1,0,0,3,77,42,34,34,0.5294117647058824,34,34,0.5,2.4705882352941178,1,smile,68,0.8831168831168831,1.0,0.5454545454545454
155,58,2023-04-13 08:04:00,video,0,0,0,3,77,42,38,38,0.7105263157894737,27,27,0.5185185185185185,2.259259259259259,5,"beauty,stunning,dreamy,beach,smile",65,0.8441558441558441,0.7105263157894737,0.5454545454545454
156,58,2023-04-13 08:04:00,photo,0,0,0,3,77,42,31,31,0.6129032258064516,31,31,0.4838709677419355,2.5161290322580645,2,"food,foodie",62,0.8051948051948052,1.0,0.5454545454545454
157,59,2023-04-13 08:04:00,photo,0,0,0,14,77,42,33,33,0.696969696969697,39,39,0.5128205128205128,2.41025641025641,4,"lol,happy,fun,smile",72,0.935064935064935,1.1818181818181819,0.5454545454545454
158,59,2023-04-13 08:04:00,photo,1,0,0,14,77,42,35,35,0.8285714285714286,32,32,0.5,2.4375,1,hair,67,0.8701298701298701,0.9142857142857143,0.5454545454545454
159,59,2023-04-13 08:04:00,carousel,1,0,0,14,77,42,31,31,0.5806451612903226,27,27,0.48148148148148145,2.4444444444444446,1,food,58,0.7532467532467533,0.8709677419354839,0.5454545454545454
160,59,2023-04-13 08:04:00,video,1,0,0,14,77,42,31,31,0.5161290322580645,31,31,0.5161290322580645,2.4193548387096775,1,food,62,0.8051948051948052,1.0,0.5454545454545454
161,59,2023-04-13 08:04:00,photo,1,0,0,14,77,42,40,40,0.725,31,31,0.4838709677419355,2.3548387096774195,1,lol,71,0.922077922077922,0.775,0.5454545454545454
162,59,2023-04-13 08:04:00,photo,0,0,0,14,77,42,38,38,0.6578947368421053,28,28,0.5,2.5357142857142856,3,"style,hair,party",66,0.8571428571428571,0.7368421052631579,0.5454545454545454
163,59,2023-04-13 08:04:00,photo,1,0,0,14,77,42,33,33,0.6363636363636364,33,33,0.5151515151515151,2.242424242424242,3,"fun,drunk,smile",66,0.8571428571428571,1.0,0.5454545454545454
164,59,2023-04-13 08:04:00,carousel,0,0,0,14,77,42,32,32,0.75,31,31,0.4838709677419355,2.5161290322580645,0,,63,0.8181818181818182,0.96875,0.5454545454545454
165,59,2023-04-13 08:04:00,video,0,0,0,14,77,42,29,29,0.6551724137931034,26,26,0.5,2.4615384615384617,0,,55,0.7142857142857143,0.896551724137931,0.5454545454545454
166,59,2023-04-13 08:04:00,photo,0,0,0,14,77,42,36,36,0.6111111111111112,30,30,0.5,2.466666666666667,2,"fun,party",66,0.8571428571428571,0.8333333333333334,0.5454545454545454
167,60,2023-04-13 08:04:00,photo,1,1,0,244,76,41,31,31,0.7419354838709677,29,29,0.4827586206896552,2.3793103448275863,0,,60,0.7894736842105263,0.9354838709677419,0.5394736842105263
168,60,2023-04-13 08:04:00,photo,1,1,0,244,76,41,32,32,0.5,29,29,0.5172413793103449,2.3448275862068964,2,"food,foodie",61,0.8026315789473685,0.90625,0.5394736842105263
169,61,2023-04-13 08:04:00,carousel,1,1,0,12,76,41,38,38,0.7894736842105263,28,28,0.5,2.5,1,happy,66,0.868421052631579,0.7368421052631579,0.5394736842105263
170,62,2023-04-13 08:04:00,video,1,0,0,45,76,41,34,34,0.7352941176470589,28,28,0.5,2.392857142857143,0,,62,0.8157894736842105,0.8235294117647058,0.5394736842105263
171,62,2023-04-13 08:04:00,photo,0,0,0,45,76,41,36,36,0.6666666666666666,34,34,0.5,2.3823529411764706,5,"beauty,stunning,dreamy,beach,smile",70,0.9210526315789473,0.9444444444444444,0.5394736842105263
172,63,2023-04-13 08:04:00,photo,1,0,0,370,76,41,32,32,0.625,29,29,0.5172413793103449,2.310344827586207,3,"style,hair,fashion",61,0.8026315789473685,0.90625,0.5394736842105263
173,63,2023-04-13 08:04:00,photo,0,0,0,370,76,41,34,34,0.7352941176470589,29,29,0.4827586206896552,2.586206896551724,3,"hair,fashion,party",63,0.8289473684210527,0.8529411764705882,0.5394736842105263
174,63,2023-04-13 08:04:00,carousel,0,0,0,370,76,41,41,41,0.4878048780487805,30,30,0.5,2.3333333333333335,1,food,71,0.9342105263157895,0.7317073170731707,0.5394736842105263
175,63,2023-04-13 08:04:00,video,0,0,0,370,76,41,28,28,0.6785714285714286,35,35,0.5142857142857142,2.4285714285714284,2,"party,concert",63,0.8289473684210527,1.25,0.5394736842105263
176,64,2023-04-13 08:04:00,photo,1,1,1,1293,77,42,33,33,0.8787878787878788,35,35,0.4857142857142857,2.4571428571428573,0,,68,0.8831168831168831,1.0606060606060606,0.5454545454545454
177,64,2023-04-13 08:04:00,photo,1,1,1,1293,77,42,36,36,0.5833333333333334,27,27,0.5185185185185185,2.259259259259259,2,"hair,party",63,0.8181818181818182,0.75,0.5454545454545454
178,64,2023-04-13 08:04:00,photo,1,1,1,1293,77,42,37,37,0.6486486486486487,33,33,0.48484848484848486,2.5454545454545454,1,fashion,70,0.9090909090909091,0.8918918918918919,0.5454545454545454
179,64,2023-04-13 08:04:00,carousel,1,1,1,1293,77,42,30,30,0.7333333333333333,21,21,0.5238095238095238,2.380952380952381,0,,51,0.6623376623376623,0.7,0.5454545454545454
180,64,2023-04-13 08:04:00,video,0,1,1,1293,77,42,39,39,0.6153846153846154,29,29,0.4827586206896552,2.3793103448275863,0,,68,0.8831168831168831,0.7435897435897436,0.5454545454545454
181,65,2023-04-13 08:04:00,photo,1,1,0,2400,76,41,35,35,0.6857142857142857,31,31,0.5161290322580645,2.4516129032258065,2,"food,delicious",66,0.868421052631579,0.8857142857142857,0.5394736842105263
182,65,2023-04-13 08:04:00,photo,0,1,0,2400,76,41,43,43,0.6511627906976745,28,28,0.5,2.392857142857143,4,"beauty,dreamy,beach,smile",71,0.9342105263157895,0.6511627906976745,0.5394736842105263
183,65,2023-04-13 08:04:00,photo,0,1,0,2400,76,41,38,38,0.5526315789473685,30,30,0.5,2.466666666666667,1,food,68,0.8947368421052632,0.7894736842105263,0.5394736842105263
184,65,2023-04-13 08:04:00,carousel,0,1,0,2400,76,41,30,30,0.7,24,24,0.5,2.4166666666666665,3,"happy,fun,smile",54,0.7105263157894737,0.8,0.5394736842105263
185,65,2023-04-13 08:04:00,video,1,1,0,2400,76,41,33,33,0.7878787878787878,29,29,0.4827586206896552,2.413793103448276,5,"beauty,stunning,dreamy,beach,smile",62,0.8157894736842105,0.8787878787878788,0.5394736842105263
186,67,2023-04-13 08:04:00,photo,1,0,0,59,76,41,36,36,0.5555555555555556,27,27,0.5185185185185185,2.259259259259259,0,,63,0.8289473684210527,0.75,0.5394736842105263
187,67,2023-04-13 08:04:00,photo,1,0,0,59,76,41,31,31,0.7096774193548387,33,33,0.48484848484848486,2.5454545454545454,0,,64,0.8421052631578947,1.064516129032258,0.5394736842105263
188,67,2023-04-13 08:04:00,photo,1,0,0,59,76,41,30,30,0.7666666666666667,27,27,0.5185185185185185,2.259259259259259,3,"lol,fun,smile",57,0.75,0.9,0.5394736842105263
189,69,2023-04-13 08:04:00,carousel,0,1,0,78,76,41,36,36,0.6666666666666666,32,32,0.46875,2.5625,3,"beauty,dreamy,beach",68,0.8947368421052632,0.8888888888888888,0.5394736842105263
190,70,2023-04-13 08:04:00,video,1,0,0,2,76,41,36,36,0.6666666666666666,29,29,0.5172413793103449,2.3448275862068964,2,"party,concert",65,0.8552631578947368,0.8055555555555556,0.5394736842105263
191,72,2023-04-13 08:04:00,photo,0,1,0,12,76,41,31,31,0.6774193548387096,30,30,0.5,2.433333333333333,2,"food,foodie",61,0.8026315789473685,0.967741935483871,0.5394736842105263
192,72,2023-04-13 08:04:00,photo,0,1,0,12,76,41,41,41,0.5853658536585366,29,29,0.5172413793103449,2.310344827586207,0,,70,0.9210526315789473,0.7073170731707317,0.5394736842105263
193,72,2023-04-13 08:04:00,photo,0,1,0,12,76,41,30,30,0.6,26,26,0.46153846153846156,2.6538461538461537,0,,56,0.7368421052631579,0.8666666666666667,0.5394736842105263
194,72,2023-04-13 08:04:00,carousel,1,1,0,12,76,41,29,29,0.8620689655172413,30,30,0.5,2.3666666666666667,1,sunset,59,0.7763157894736842,1.0344827586206897,0.5394736842105263
195,72,2023-04-13 08:04:00,video,1,1,0,12,76,41,26,26,0.6538461538461539,33,33,0.5151515151515151,2.4242424242424243,0,,59,0.7763157894736842,1.2692307692307692,0.5394736842105263
196,73,2023-04-13 08:04:00,photo,1,1,0,3,76,41,38,38,0.6578947368421053,35,35,0.5142857142857142,2.4,0,,73,0.9605263157894737,0.9210526315789473,0.5394736842105263
197,77,2023-04-13 08:04:00,photo,1,1,0,2,77,43,38,38,0.6842105263157895,24,24,0.5,2.4166666666666665,4,"fun,concert,drunk,smile",62,0.8051948051948052,0.631578947368421,0.5584415584415584
198,77,2023-04-13 08:04:00,photo,0,1,0,2,77,43,37,37,0.5135135135135135,32,32,0.5,2.28125,0,,69,0.8961038961038961,0.8648648648648649,0.5584415584415584
199,77,2023-04-13 08:04:00,carousel,1,1,0,2,77,43,39,39,0.6666666666666666,23,23,0.4782608695652174,2.5217391304347827,2,"lol,fun",62,0.8051948051948052,0.5897435897435898,0.5584415584415584
200,77,2023-04-13 08:04:00,video,0,1,0,2,77,43,34,34,0.7941176470588235,35,35,0.5142857142857142,2.4285714285714284,0,,69,0.8961038961038961,1.0294117647058822,0.5584415584415584
201,77,2023-04-13 08:04:00,photo,0,1,0,2,77,43,39,39,0.6666666666666666,33,33,0.48484848484848486,2.4242424242424243,5,"sunset,photography,sunrise,landscape,beach",72,0.935064935064935,0.8461538461538461,0.5584415584415584
202,77,2023-04-13 08:04:00,photo,0,1,0,2,77,43,31,31,0.6451612903225806,27,27,0.5185185185185185,2.4074074074074074,4,"party,concert,drunk,smile",58,0.7532467532467533,0.8709677419354839,0.5584415584415584
203,78,2023-04-13 08:04:00,photo,1,0,0,1,76,42,37,37,0.7567567567567568,30,30,0.5,2.466666666666667,3,"party,concert,drunk",67,0.881578947368421,0.8108108108108109,0.5526315789473685
204,78,2023-04-13 08:04:00,carousel,1,0,0,1,76,42,35,35,0.5714285714285714,28,28,0.4642857142857143,2.4285714285714284,0,,63,0.8289473684210527,0.8,0.5526315789473685
205,78,2023-04-13 08:04:00,video,1,0,0,1,76,42,39,39,0.6153846153846154,24,24,0.5,2.4166666666666665,3,"party,concert,smile",63,0.8289473684210527,0.6153846153846154,0.5526315789473685
206,78,2023-04-13 08:04:00,photo,1,0,0,1,76,42,35,35,0.7714285714285715,32,32,0.53125,2.40625,1,style,67,0.881578947368421,0.9142857142857143,0.5526315789473685
207,78,2023-04-13 08:04:00,photo,0,0,0,1,76,42,31,31,0.6774193548387096,29,29,0.4827586206896552,2.413793103448276,2,"fun,smile",60,0.7894736842105263,0.9354838709677419,0.5526315789473685
208,79,2023-04-13 08:04:00,photo,1,0,0,0,76,42,29,29,0.6551724137931034,30,30,0.5,2.466666666666667,2,"landscape,beach",59,0.7763157894736842,1.0344827586206897,0.5526315789473685
209,82,2023-04-13 08:04:00,carousel,0,0,0,59,76,42,34,34,0.7352941176470589,27,27,0.5185185185185185,2.3333333333333335,3,"photography,sunrise,beach",61,0.8026315789473685,0.7941176470588235,0.5526315789473685
210,82,2023-04-13 08:04:00,video,0,0,0,59,76,42,38,38,0.6052631578947368,34,34,0.5,2.4411764705882355,2,"sunset,photography",72,0.9473684210526315,0.8947368421052632,0.5526315789473685
211,84,2023-04-13 08:04:00,photo,0,1,0,78,76,42,36,36,0.7222222222222222,24,24,0.5,2.4166666666666665,2,"fun,concert",60,0.7894736842105263,0.6666666666666666,0.5526315789473685
212,84,2023-04-13 08:04:00,photo,1,1,0,78,76,42,37,37,0.6756756756756757,31,31,0.4838709677419355,2.3548387096774195,4,"beauty,stunning,beach,smile",68,0.8947368421052632,0.8378378378378378,0.5526315789473685
213,85,2023-04-13 08:04:00,photo,1,1,0,2,76,42,35,35,0.5142857142857142,27,27,0.48148148148148145,2.5555555555555554,0,,62,0.8157894736842105,0.7714285714285715,0.5526315789473685
214,85,2023-04-13 08:04:00,carousel,1,1,0,2,76,42,29,29,0.6206896551724138,24,24,0.5,2.4166666666666665,4,"style,hair,fashion,party",53,0.6973684210526315,0.8275862068965517,0.5526315789473685
215,86,2023-04-13 08:04:00,video,1,0,0,1,77,43,29,29,0.7931034482758621,33,33,0.5151515151515151,2.303030303030303,0,,62,0.8051948051948052,1.1379310344827587,0.5584415584415584
216,86,2023-04-13 08:04:00,photo,0,0,0,1,77,43,30,30,0.6666666666666666,33,33,0.48484848484848486,2.484848484848485,2,"sunset,sunrise",63,0.8181818181818182,1.1,0.5584415584415584
217,86,2023-04-13 08:04:00,photo,1,0,0,1,77,43,34,34,0.6470588235294118,34,34,0.5294117647058824,2.3823529411764706,0,,68,0.8831168831168831,1.0,0.5584415584415584
218,86,2023-04-13 08:04:00,photo,0,0,0,1,77,43,32,32,0.75,30,30,0.5,2.3,2,"beauty,beach",62,0.8051948051948052,0.9375,0.5584415584415584
219,86,2023-04-13 08:04:00,carousel,0,0,0,1,77,43,32,32,0.59375,31,31,0.4838709677419355,2.5161290322580645,5,"fun,party,concert,drunk,smile",63,0.8181818181818182,0.96875,0.5584415584415584
220,86,2023-04-13 08:04:00,video,0,0,0,1,77,43,33,33,0.5757575757575758,25,25,0.48,2.48,4,"photography,sunrise,landscape,beach",58,0.7532467532467533,0.7575757575757576,0.5584415584415584
221,86,2023-04-13 08:04:00,photo,1,0,0,1,77,43,34,34,0.7352941176470589,30,30,0.5,2.466666666666667,3,"happy,fun,smile",64,0.8311688311688312,0.8823529411764706,0.5584415584415584
222,86,2023-04-13 08:04:00,photo,1,0,0,1,77,43,36,36,0.6388888888888888,25,25,0.52,2.4,1,delicious,61,0.7922077922077922,0.6944444444444444,0.5584415584415584
223,86,2023-04-13 08:04:00,photo,1,0,0,1,77,43,25,25,0.64,32,32,0.5,2.3125,0,,57,0.7402597402597403,1.28,0.5584415584415584
224,87,2023-04-13 08:04:00,carousel,1,0,0,12,76,42,31,31,0.7741935483870968,29,29,0.5172413793103449,2.4827586206896552,0,,60,0.7894736842105263,0.9354838709677419,0.5526315789473685
225,87,2023-04-13 08:04:00,video,0,0,0,12,76,42,37,37,0.5945945945945946,36,36,0.5,2.4166666666666665,1,delicious,73,0.9605263157894737,0.972972972972973,0.5526315789473685
226,87,2023-04-13 08:04:00,photo,1,0,0,12,76,42,33,33,0.6060606060606061,32,32,0.5,2.28125,4,"lol,happy,fun,smile",65,0.8552631578947368,0.9696969696969697,0.5526315789473685
227,87,2023-04-13 08:04:00,photo,0,0,0,12,76,42,39,39,0.7435897435897436,35,35,0.4857142857142857,2.4857142857142858,5,"sunset,photography,sunrise,landscape,beach",74,0.9736842105263158,0.8974358974358975,0.5526315789473685
228,88,2023-04-13 08:04:00,photo,0,1,1,3,77,43,31,31,0.6129032258064516,26,26,0.5,2.423076923076923,1,beach,57,0.7402597402597403,0.8387096774193549,0.5584415584415584
229,88,2023-04-13 08:04:00,carousel,0,1,1,3,77,43,32,32,0.6875,29,29,0.5172413793103449,2.4482758620689653,0,,61,0.7922077922077922,0.90625,0.5584415584415584
230,88,2023-04-13 08:04:00,video,1,1,1,3,77,43,37,37,0.7297297297297297,22,22,0.5,2.4545454545454546,5,"beauty,stunning,dreamy,beach,smile",59,0.7662337662337663,0.5945945945945946,0.5584415584415584
231,88,2023-04-13 08:04:00,photo,1,1,1,3,77,43,34,34,0.6470588235294118,26,26,0.5,2.3846153846153846,3,"sunset,sunrise,landscape",60,0.7792207792207793,0.7647058823529411,0.5584415584415584
232,88,2023-04-13 08:04:00,photo,1,1,1,3,77,43,35,35,0.7428571428571429,30,30,0.5,2.3,5,"beauty,stunning,dreamy,beach,smile",65,0.8441558441558441,0.8571428571428571,0.5584415584415584
233,88,2023-04-13 08:04:00,photo,1,1,1,3,77,43,34,34,0.7941176470588235,29,29,0.4827586206896552,2.586206896551724,4,"sunset,photography,sunrise,beach",63,0.8181818181818182,0.8529411764705882,0.5584415584415584
234,88,2023-04-13 08:04:00,carousel,0,1,1,3,77,43,35,35,0.5428571428571428,32,32,0.5,2.34375,0,,67,0.8701298701298701,0.9142857142857143,0.5584415584415584
235,88,2023-04-13 08:04:00,video,1,1,1,3,77,43,34,34,0.7058823529411765,26,26,0.5,2.5384615384615383,1,dreamy,60,0.7792207792207793,0.7647058823529411,0.5584415584415584
236,88,2023-04-13 08:04:00,photo,0,1,1,3,77,43,30,30,0.7,26,26,0.5,2.3846153846153846,0,,56,0.7272727272727273,0.8666666666666667,0.5584415584415584
237,88,2023-04-13 08:04:00,photo,0,1,1,3,77,43,32,32,0.53125,23,23,0.5217391304347826,2.391304347826087,2,"dreamy,beach",55,0.7142857142857143,0.71875,0.5584415584415584
238,88,2023-04-13 08:04:00,photo,0,1,1,3,77,43,27,27,0.5185185185185185,30,30,0.5,2.3666666666666667,5,"sunset,photography,sunrise,landscape,beach",57,0.7402597402597403,1.1111111111111112,0.5584415584415584
239,92,2023-04-13 08:04:00,carousel,1,1,0,2,76,42,31,31,0.8709677419354839,35,35,0.4857142857142857,2.4571428571428573,3,"party,concert,smile",66,0.868421052631579,1.1290322580645162,0.5526315789473685
240,92,2023-04-13 08:04:00,video,1,1,0,2,76,42,30,30,0.6666666666666666,28,28,0.5,2.357142857142857,2,"landscape,beach",58,0.7631578947368421,0.9333333333333333,0.5526315789473685
241,92,2023-04-13 08:04:00,photo,1,1,0,2,76,42,37,37,0.5405405405405406,29,29,0.5172413793103449,2.4482758620689653,0,,66,0.868421052631579,0.7837837837837838,0.5526315789473685
242,93,2023-04-13 08:04:00,photo,1,1,0,1,76,42,33,33,0.8181818181818182,28,28,0.5,2.392857142857143,4,"sunset,photography,landscape,beach",61,0.8026315789473685,0.8484848484848485,0.5526315789473685
243,93,2023-04-13 08:04:00,photo,0,1,0,1,76,42,35,35,0.6571428571428571,29,29,0.4827586206896552,2.5172413793103448,1,sunset,64,0.8421052631578947,0.8285714285714286,0.5526315789473685
244,94,2023-04-13 08:04:00,carousel,1,0,1,0,76,42,40,40,0.5,28,28,0.5,2.3214285714285716,3,"food,foodie,delicious",68,0.8947368421052632,0.7,0.5526315789473685
245,95,2023-04-13 08:04:00,video,0,0,0,9,76,42,33,33,0.8181818181818182,26,26,0.5,2.4615384615384617,0,,59,0.7763157894736842,0.7878787878787878,0.5526315789473685
246,95,2023-04-13 08:04:00,photo,0,0,0,9,76,42,31,31,0.5161290322580645,29,29,0.4827586206896552,2.4827586206896552,0,,60,0.7894736842105263,0.9354838709677419,0.5526315789473685
247,96,2023-04-13 08:04:00,photo,0,1,0,687,76,42,28,28,0.7142857142857143,39,39,0.5128205128205128,2.3846153846153846,2,"style,fashion",67,0.881578947368421,1.3928571428571428,0.5526315789473685
248,96,2023-04-13 08:04:00,photo,1,1,0,687,76,42,37,37,0.7837837837837838,25,25,0.52,2.36,2,"stunning,dreamy",62,0.8157894736842105,0.6756756756756757,0.5526315789473685
249,96,2023-04-13 08:04:00,carousel,1,1,0,687,76,42,34,34,0.6176470588235294,34,34,0.5,2.4411764705882355,2,"food,delicious",68,0.8947368421052632,1.0,0.5526315789473685
250,97,2023-04-13 08:04:00,video,1,1,0,92,76,42,31,31,0.5483870967741935,23,23,0.4782608695652174,2.4782608695652173,3,"style,hair,fashion",54,0.7105263157894737,0.7419354838709677,0.5526315789473685
251,97,2023-04-13 08:04:00,photo,1,1,0,92,76,42,28,28,0.8214285714285714,24,24,0.5,2.4166666666666665,1,lol,52,0.6842105263157895,0.8571428571428571,0.5526315789473685
252,98,2023-04-13 08:04:00,photo,0,0,0,123,76,42,34,34,0.6470588235294118,24,24,0.5,2.4166666666666665,0,,58,0.7631578947368421,0.7058823529411765,0.5526315789473685
253,99,2023-04-13 08:04:00,photo,1,0,0,232,76,42,32,32,0.625,26,26,0.5,2.3846153846153846,1,delicious,58,0.7631578947368421,0.8125,0.5526315789473685
254,99,2023-04-13 08:04:00,carousel,0,0,0,232,76,42,31,31,0.7419354838709677,26,26,0.5,2.3461538461538463,4,"photography,sunrise,landscape,beach",57,0.75,0.8387096774193549,0.5526315789473685
255,99,2023-04-13 08:04:00,video,0,0,0,232,76,42,33,33,0.5454545454545454,29,29,0.5172413793103449,2.310344827586207,0,,62,0.8157894736842105,0.8787878787878788,0.5526315789473685
256,100,2023-04-13 08:04:00,photo,0,1,1,32,76,42,41,41,0.6829268292682927,29,29,0.4827586206896552,2.586206896551724,0,,70,0.9210526315789473,0.7073170731707317,0.5526315789473685
257,100,2023-04-13 08:04:00,photo,1,1,1,32,76,42,36,36,0.7777777777777778,24,24,0.5,2.4166666666666665,3,"fun,concert,drunk",60,0.7894736842105263,0.6666666666666666,0.5526315789473685
